№,Источник,Текст,Строк,Схема_рифмовки,Рифмующиеся_слова,Валидность
54,ChASTUShKI-18-MAT.html,"Когда дождик моросил, 
я стоял тебя просил 
Когда дождик перестал, 
ты дала, а я не стал",4,AABB,"['моросил', 'просил', 'перестал', 'стал']",1.0
390,Сгенерировано AI (Perplexity),"На презентации я была
Изобретатель прибор показывал
Он меня в лабораторию увёл
И своё изобретенье дал",4,ABCB,"['была', 'показывал', 'увёл', 'дал']",1.0
2,Русские народные частушки.html,"С горки ехала Иришка - 
Самой быстрою была; 
Ира даже свои лыжи 
По пути обогнала!",4,ABCB,"['иришка', 'была', 'лыжи', 'обогнала']",1.0
442,Сгенерировано AI (Perplexity),"Милый мой работал крановщиком
Грузы поднимал он высоко
Но в постели как оператор
Все рычаги знал легко",4,ABCB,"['крановщиком', 'высоко', 'оператор', 'легко']",1.0
483,Сгенерировано AI (Perplexity),"На концерте я стояла
Саксофонист играл джаз
Он меня за кулисы позвал
И сыграл свой лучший раз",4,ABCB,"['стояла', 'джаз', 'позвал', 'раз']",1.0
50,Русские народные частушки.html,"Заиграй-ка, балалайка, 
Балалайка - три струны! 
Подпевайте, не зевайте, 
Выходите, плясуны",4,ABCB,"['балалайка', 'струны', 'зевайте', 'плясуны']",1.0
420,Сгенерировано AI (Perplexity),"Самогон мы с кумом
Пили в бане до зари
А когда домой вернулись
Жёны выгнали взгляни",4,ABCB,"['кумом', 'зари', 'вернулись', 'взгляни']",1.0
81,Русские народные частушки.html,"Я сидела на окошке, 
Ехал милый мой на кошке, 
Стал к окошку подъезжать 
Не мог кошку удержать",4,AABB,"['окошке', 'кошке', 'подъезжать', 'удержать']",1.0
206,Сгенерировано AI (Perplexity),"Милый мой работал в цирке
Был он клоуном весёлым
Но в постели не до смеха
Он жонглёр во всех позах",4,ABCB,"['цирке', 'весёлым', 'смеха', 'позах']",1.0
35,Русские народные частушки.html,"Я искал себе невесту, Пол-России истоптал
Друг, признайся, только честно: Где таку красотку взял?
Ой, колечко ты моё, Золотая проба
Буду милую любить До самого гроба!",4,AABB,"['истоптал', 'взял', 'проба', 'гроба']",1.0
264,Сгенерировано AI (Perplexity),"Милый мой работал на радио
Передачи вёл он в эфире
Но в постели как ведущий
Все программы проводил шире",4,ABCB,"['радио', 'эфире', 'ведущий', 'шире']",1.0
428,Сгенерировано AI (Perplexity),"На гулянке я была
Парни девок выбирали
Один смелый подошёл
И в сарай меня позвали",4,ABCB,"['была', 'выбирали', 'подошёл', 'позвали']",1.0
367,Сгенерировано AI (Perplexity),"Самогон мы с свояком
Пили в сарае допоздна
А когда домой пришли
Нас не пустила жена одна",4,ABCB,"['свояком', 'допоздна', 'пришли', 'одна']",1.0
92,Sektor-Gaza-Sektor-Gaza-Chastushki-Ditties-Lyrics-_-Genius-Lyrics.html,"Полюбила хунвейбина 
и повесила портрет 
А на утро поглядела: 
хуй висит, а бина нет!",4,ABCB,"['хунвейбина', 'портрет', 'поглядела', 'нет']",1.0
340,Сгенерировано AI (Perplexity),"На премьере фильма была
Режиссёр представлял картину
После показа он меня
На кастинг свой позвал",4,ABCB,"['была', 'картину', 'меня', 'позвал']",1.0
474,Сгенерировано AI (Perplexity),"Парень мой работал столяром
Мебель делал он красивую
Но в постели как мастер
Все части собирал дивную",4,ABCB,"['столяром', 'красивую', 'мастер', 'дивную']",1.0
53,Русские народные частушки.html,"По селу хожу с Тимошкой, 
А Тимошка мой — с гармошкой
Он играет, напевает, 
Ветер кудри развевает",4,AABB,"['тимошкой', 'гармошкой', 'напевает', 'развевает']",1.0
346,Сгенерировано AI (Perplexity),"Парень мой работал на телевиденье
Программы монтировал он долго
Но в постели как режиссёр
Все сцены снимал вольно",4,ABCB,"['телевиденье', 'долго', 'режиссёр', 'вольно']",1.0
265,Сгенерировано AI (Perplexity),"На выставке я была
Художник там картины писал
Он меня к себе позвал
И свой шедевр показал",4,ABCB,"['была', 'писал', 'позвал', 'показал']",1.0
242,Сгенерировано AI (Perplexity),"Самогон мы пили с мужем
До утра гуляли весело
А когда рассвет настал
Оказалось что соседка с нами",4,ABCB,"['мужем', 'весело', 'настал', 'нами']",1.0
14,Русские народные частушки.html,"Любят маленькие детки 
Всевозможные конфетки
Кто грызет, а кто глотает, 
Кто за щечкою катает",4,AABB,"['детки', 'конфетки', 'глотает', 'катает']",1.0
316,Сгенерировано AI (Perplexity),"Парень мой работал в планетарии
Звёзды показывал он людям
Но в постели как астроном
Все созвездия изучил будем",4,ABCB,"['планетарии', 'людям', 'астроном', 'будем']",1.0
89,Русские народные частушки.html,"Что-то к тёще захотел, 
Пироги есть славные! 
Эх, вернемся мы назад, 
Гости мы не званные",4,ABCB,"['захотел', 'славные', 'назад', 'званные']",1.0
388,Сгенерировано AI (Perplexity),"Я работала в галерее
Полотна развешивала старые
Но владелец как-то раз
Свою коллекцию показал дальнюю",4,ABCB,"['галерее', 'старые', 'раз', 'дальнюю']",1.0
274,Сгенерировано AI (Perplexity),"Милый мой работал в лаборатории
Опыты проводил он тайно
Но в постели как учёный
Все эксперименты ставил явно",4,ABCB,"['лаборатории', 'тайно', 'учёный', 'явно']",1.0
167,Сгенерировано AI (Perplexity),"Наша бабушка в деревне
Гонит самку каждый день
Выпил дед и с собакой
Голым пляшет целый день",4,ABCB,"['деревне', 'день', 'собакой', 'день']",1.0
329,Сгенерировано AI (Perplexity),"Милый мой работал садовником
Цветы выращивал он разные
Но в постели как ботаник
Все растения изучал классно",4,ABCB,"['садовником', 'разные', 'ботаник', 'классно']",1.0
493,Сгенерировано AI (Perplexity),"На гулянке я плясала
Гармонь играла громко
Гармонист меня позвал
И сыграл мне ловко",4,ABCB,"['плясала', 'громко', 'позвал', 'ловко']",1.0
135,Русские народные частушки.html,"На рыбалку я ходил, 
Удочку закинул
Клюнул толстый крокодил – 
Лодку опрокинул!",4,ABAB,"['ходил', 'закинул', 'крокодил', 'опрокинул']",1.0
307,Сгенерировано AI (Perplexity),"Самогон мы с дядей
Пили в погребе холодном
А когда оттуда вышли
Не нашли свой дом народный",4,ABCB,"['дядей', 'холодном', 'вышли', 'народный']",1.0
481,Сгенерировано AI (Perplexity),"Я работала на ферме
Молоко доила рано
Но доярка главная была
Свой надой показал странно",4,ABCB,"['ферме', 'рано', 'была', 'странно']",1.0
320,Сгенерировано AI (Perplexity),"На пляже я лежала
Спасатель вышку охранял
Он ко мне подошёл
И свой буй показал",4,ABCB,"['лежала', 'охранял', 'подошёл', 'показал']",1.0
244,Сгенерировано AI (Perplexity),"Милый мой работал в метро
Поезда водил он быстро
Но в постели как машинист
Все тоннели проезжал чётко",4,ABCB,"['метро', 'быстро', 'машинист', 'чётко']",1.0
55,Русские народные частушки.html,"Ну, какая это стать, 
Ведра на гору таскать? 
Я пойду замуж туда, 
Где под окошечком вода",4,AABB,"['стать', 'таскать', 'туда', 'вода']",1.0
364,Сгенерировано AI (Perplexity),"Милый мой работал в обсерватории
Пульсары слушал он далёкие
Но в постели как астроном
Все сигналы принял жёсткие",4,ABCB,"['обсерватории', 'далёкие', 'астроном', 'жёсткие']",1.0
51,Русские народные частушки.html,"Вот как Петя хорошо 
Поливает грядку! 
Там теперь все лягушата 
Делают зарядку",4,ABCB,"['хорошо', 'грядку', 'лягушата', 'зарядку']",1.0
457,Сгенерировано AI (Perplexity),"Милый мой работал на складе
Мешки таскал он тяжко
Но в постели как носильщик
Все грузы переносил важно",4,ABCB,"['складе', 'тяжко', 'носильщик', 'важно']",1.0
175,Сгенерировано AI (Perplexity),"Ой сидела на заборе
Ветер дунул полетела
Все мужики узрели
Что под юбкой не имела",4,ABCB,"['заборе', 'полетела', 'узрели', 'имела']",1.0
446,Сгенерировано AI (Perplexity),"Я любила каменщика
Он стены клал он прочно
Но в постели как строитель
Все кирпичи ложил точно",4,ABCB,"['каменщика', 'прочно', 'строитель', 'точно']",1.0
190,Сгенерировано AI (Perplexity),"Я с соседом целовалась
Муж увидел из окна
Говорю ему родной мой
Это ж просто сестра",4,ABCB,"['целовалась', 'окна', 'мой', 'сестра']",1.0
497,Сгенерировано AI (Perplexity),"Я работала на фабрике
Станки чинила каждый день
Но механик главный был
Свою гайку дал мне",4,ABCB,"['фабрике', 'день', 'был', 'мне']",1.0
188,Сгенерировано AI (Perplexity),"Милый мой такой красивый
Но в постели просто спит
Говорю ему давай-ка
Он храпит и говорит",4,ABCB,"['красивый', 'спит', 'давай-ка', 'говорит']",1.0
170,Сгенерировано AI (Perplexity),"Милый пьяный приходил
Лез ко мне под одеяло
Так старался, что забыл
Где начало, где финало",4,ABCB,"['приходил', 'одеяло', 'забыл', 'финало']",1.0
59,Sektor-Gaza-Sektor-Gaza-Chastushki-Ditties-Lyrics-_-Genius-Lyrics.html,"Я на Севере была, 
золото копала 
Если б не моя пизда — 
с голоду б пропала!",4,ABCB,"['была', 'копала', 'пизда', 'пропала']",1.0
49,Русские народные частушки.html,"Пироги в обед с вареньем  
Тоже очень вредны нам
Мы теперь их с наслажденьем  
Кушаем по вечерам!",4,ABAB,"['вареньем', 'нам', 'наслажденьем', 'вечерам']",1.0
345,Сгенерировано AI (Perplexity),"На показе мод я была
Модельер коллекцию представлял
Он меня за кулисы увёл
И свой дизайн показал",4,ABCB,"['была', 'представлял', 'увёл', 'показал']",1.0
236,Сгенерировано AI (Perplexity),"На концерте я была
Там солист пел так красиво
После шоу он меня позвал
И спел мне в ухо лихо",4,ABCB,"['была', 'красиво', 'позвал', 'лихо']",1.0
253,Сгенерировано AI (Perplexity),"Я любила фотографа
Он снимал меня красиво
Но в постели как художник
Все ракурсы пробовал активно",4,ABCB,"['фотографа', 'красиво', 'художник', 'активно']",1.0
22,Русские народные частушки.html,"У меня на сарафане 
Петушки да петушки 
В целом мире нету краше 
Моей милой бабушки!",4,ABCB,"['сарафане', 'петушки', 'краше', 'бабушки']",1.0
314,Сгенерировано AI (Perplexity),"Милый мой работал на флоте
Корабли водил он в море
Но в постели как моряк
Все волны преодолел в горе",4,ABCB,"['флоте', 'море', 'моряк', 'горе']",1.0
460,Сгенерировано AI (Perplexity),"Самогон мы с соседом
Пили в гараже до ночи
А когда домой пришли
Жёны выгнали нас прочь и",4,ABCB,"['соседом', 'ночи', 'пришли', 'и']",1.0
161,Сгенерировано AI (Perplexity),"Милый с Машкой целовался
Под раскидистой сосной
А потом домой вернулся
Говорит, что был больной",4,ABAB,"['целовался', 'сосной', 'вернулся', 'больной']",1.0
277,Сгенерировано AI (Perplexity),"Самогон мы пили с тёщей
Она рассказывала байки
А когда все разошлись
Оказалось муж был тайно",4,ABCB,"['тёщей', 'байки', 'разошлись', 'тайно']",1.0
444,Сгенерировано AI (Perplexity),"Парень мой работал сапожником
Обувь чинил он быстро
Но в постели как мастер
Все колодки подгонял чисто",4,ABCB,"['сапожником', 'быстро', 'мастер', 'чисто']",1.0
192,Сгенерировано AI (Perplexity),"Парень мой автослесарь
Руки вечно все в мазуте
Но зато в постели ловко
Все детали подкрутил мне",4,ABCB,"['автослесарь', 'мазуте', 'ловко', 'мне']",1.0
386,Сгенерировано AI (Perplexity),"Парень мой работал океанографом
Течения изучал он морские
Но в постели как учёный
Все волны знал людские",4,ABCB,"['океанографом', 'морские', 'учёный', 'людские']",1.0
294,Сгенерировано AI (Perplexity),"Милый мой работал в автосервисе
Моторы чинил он громко
Но в постели как мастер
Все движки заводил ловко",4,ABCB,"['автосервисе', 'громко', 'мастер', 'ловко']",1.0
414,Сгенерировано AI (Perplexity),"Парень мой работал слесарем
Гайки крутил он ловко
Но в постели как мастер
Все резьбы проверял чётко",4,ABCB,"['слесарем', 'ловко', 'мастер', 'чётко']",1.0
344,Сгенерировано AI (Perplexity),"Милый мой работал диджеем
Пластинки крутил он модные
Но в постели как артист
Все ремиксы ставил годные",4,ABCB,"['диджеем', 'модные', 'артист', 'годные']",1.0
258,Сгенерировано AI (Perplexity),"Я работала в салоне
Маникюр делала дамам
Но один клиент мужчина
Свой педикюр показал прямо",4,ABCB,"['салоне', 'дамам', 'мужчина', 'прямо']",1.0
309,Сгенерировано AI (Perplexity),"Милый мой работал в колл-центре
По телефону говорил
Но в постели без слов
Всё на деле показал",4,ABCB,"['колл-центре', 'говорил', 'слов', 'показал']",1.0
150,Русские народные частушки.html,"Дорогой по осени 
Сказал словечко тайное: — 
Припасай, сударушка, 
Колечко обручальное",4,ABCB,"['осени', 'тайное', 'сударушка', 'обручальное']",1.0
131,Русские народные частушки.html,"Написал я ей сонеты, 
Называл её «дружок», 
А она в ответ на это: 
Скушай с полки пирожок!",4,ABCB,"['сонеты', 'дружок', 'это', 'пирожок']",1.0
152,Veselye-Russkie-chastushki.html,"Мой миленок, соколенок, 
Посидим под грушею
Ты частушки запевай, 
А я тебя послушаю!",4,ABCB,"['соколенок', 'грушею', 'запевай', 'послушаю']",1.0
360,Сгенерировано AI (Perplexity),"На симпозиуме я была
Учёные доклады читали
Один профессор меня позвал
И свою гипотезу дал",4,ABCB,"['была', 'читали', 'позвал', 'дал']",1.0
100,Русские народные частушки.html,"Напекла я пирогов, 
На окно поставила
Поклевала все ворона, 
Крошек не оставила",4,ABCB,"['пирогов', 'поставила', 'ворона', 'оставила']",1.0
373,Сгенерировано AI (Perplexity),"Я любила метеоролога
Он циклоны изучал мощные
Но в постели как синоптик
Все прогнозы делал точные",4,ABCB,"['метеоролога', 'мощные', 'синоптик', 'точные']",1.0
88,Veselye-Russkie-chastushki.html,"Песни петь – ноги кривые, 
Плясать – голос не дает
Я пошел бы к теще в гости, 
Да не знаю, где живет",4,ABCB,"['кривые', 'дает', 'гости', 'живет']",1.0
459,Сгенерировано AI (Perplexity),"Парень мой работал кровельщиком
Крыши крыл он аккуратно
Но в постели как мастер
Все стыки заделывал обратно",4,ABCB,"['кровельщиком', 'аккуратно', 'мастер', 'обратно']",1.0
331,Сгенерировано AI (Perplexity),"Парень мой работал в зоопарке
Зверей кормил он каждый день
Но в постели как дрессировщик
Все трюки показал мне",4,ABCB,"['зоопарке', 'день', 'дрессировщик', 'мне']",1.0
215,Сгенерировано AI (Perplexity),"Парень мой учил английский
Говорил что полиглот
Но в постели на одном
Языке работал рот",4,ABCB,"['английский', 'полиглот', 'одном', 'рот']",1.0
467,Сгенерировано AI (Perplexity),"Милый мой работал на стройке
Кран водил он умело
Но в постели как оператор
Все грузы поднимал смело",4,ABCB,"['стройке', 'умело', 'оператор', 'смело']",1.0
122,Русские народные частушки.html,"Две лопатки у Егора, 
А у Нины - формочки
Я за это им язык 
Высуну из форточки",4,ABCB,"['егора', 'формочки', 'язык', 'форточки']",1.0
500,Сгенерировано AI (Perplexity),"Самогонку деду дали
Он напился и забыл
Как его зовут и где он
И где дом свой находил",4,ABCB,"['дали', 'забыл', 'он', 'находил']",1.0
21,Русские народные частушки.html,"Утром маме наша Мила 
Две конфетки подарила
Подарить едва успела, 
Тут же их сама и съела",4,AABB,"['мила', 'подарила', 'успела', 'съела']",1.0
189,Сгенерировано AI (Perplexity),"Самогонку бабка гонит
Весь посёлок к ней идёт
Выпьют все и начинают
Пляски водить хоровод",4,ABCB,"['гонит', 'идёт', 'начинают', 'хоровод']",1.0
72,Sektor-Gaza-Sektor-Gaza-Chastushki-Ditties-Lyrics-_-Genius-Lyrics.html,"Я сосала давеча 
у Сергея Савича, 
Он на вид холёненький, 
а на вкус солёненький!",4,AABB,"['давеча', 'савича', 'холёненький', 'солёненький']",1.0
107,Русские народные частушки.html,"Тучки по небу плывут, 
Отражаясь в озере
А Тарас приехал к Нюре, 
На своём бульдозере",4,ABCB,"['плывут', 'озере', 'нюре', 'бульдозере']",1.0
271,Сгенерировано AI (Perplexity),"Парень мой работал поваром
Блюда готовил изысканно
Но в постели как шеф
Все рецепты применял быстро",4,ABCB,"['поваром', 'изысканно', 'шеф', 'быстро']",1.0
349,Сгенерировано AI (Perplexity),"Милый мой работал на буровой
Скважины бурил он глубоко
Но в постели как мастер
Все пласты достал легко",4,ABCB,"['буровой', 'глубоко', 'мастер', 'легко']",1.0
436,Сгенерировано AI (Perplexity),"Я любила плотника
Он доски строгал умело
Но в постели как мастер
Все бруски подгонял смело",4,ABCB,"['плотника', 'умело', 'мастер', 'смело']",1.0
103,Русские народные частушки.html,"Говорит лентяйке мать: 
«Убери свою кровать!», 
А лентяйка: «Маменька, 
Я же еще маленька»",4,AABB,"['мать', 'кровать', 'маменька', 'маленька']",1.0
